"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2020年06月22日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A110101","","A110102","","A1301","","A130101","","A130102","","A1302","","A130201","","A130202","","A1303","","A130301","","A130302",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A110101_総人口（男）【人】","注釈","A110102_総人口（女）【人】","注釈","A1301_15歳未満人口【人】","注釈","A130101_15歳未満人口（男）【人】","注釈","A130102_15歳未満人口（女）【人】","注釈","A1302_15～64歳人口【人】","注釈","A130201_15～64歳人口（男）【人】","注釈","A130202_15～64歳人口（女）【人】","注釈","A1303_65歳以上人口【人】","注釈","A130301_65歳以上人口（男）【人】","注釈","A130302_65歳以上人口（女）【人】","注釈"
"2015100000","2015年度","11104","埼玉県 さいたま市 見沼区","","161,960","","79,696","","82,264","","20,495","","10,566","","9,929","","97,967","","49,604","","48,363","","41,331","","18,301","","23,030",""
"2015100000","2015年度","11105","埼玉県 さいたま市 中央区","","98,762","","49,204","","49,558","","13,246","","6,900","","6,346","","65,083","","33,204","","31,879","","20,026","","8,809","","11,217",""
"2015100000","2015年度","11106","埼玉県 さいたま市 桜区","","97,910","","49,891","","48,019","","12,167","","6,236","","5,931","","63,813","","33,745","","30,068","","21,254","","9,571","","11,683",""
"2015100000","2015年度","11107","埼玉県 さいたま市 浦和区","","154,416","","74,970","","79,446","","20,641","","10,467","","10,174","","100,851","","50,010","","50,841","","31,338","","13,532","","17,806",""
"2015100000","2015年度","11108","埼玉県 さいたま市 南区","","180,152","","90,744","","89,408","","24,400","","12,652","","11,748","","120,521","","62,017","","58,504","","33,298","","14,814","","18,484",""
"2015100000","2015年度","11109","埼玉県 さいたま市 緑区","","116,522","","57,354","","59,168","","17,297","","8,878","","8,419","","72,817","","36,435","","36,382","","25,550","","11,548","","14,002",""
"2015100000","2015年度","11110","埼玉県 さいたま市 岩槻区","","109,801","","54,907","","54,894","","13,101","","6,708","","6,393","","63,975","","33,032","","30,943","","31,832","","14,564","","17,268",""
"2015100000","2015年度","11201","埼玉県 川越市","","350,745","","175,559","","175,186","","44,231","","22,647","","21,584","","216,977","","111,979","","104,998","","87,358","","39,632","","47,726",""
"2015100000","2015年度","11202","埼玉県 熊谷市","","198,742","","99,169","","99,573","","23,986","","12,327","","11,659","","122,319","","63,350","","58,969","","52,007","","23,201","","28,806",""
"2015100000","2015年度","11203","埼玉県 川口市","","578,112","","292,067","","286,045","","74,476","","38,255","","36,221","","369,270","","192,270","","177,000","","129,410","","58,257","","71,153",""
"2015100000","2015年度","11206","埼玉県 行田市","","82,113","","40,635","","41,478","","9,475","","4,861","","4,614","","49,541","","25,349","","24,192","","22,874","","10,308","","12,566",""
"2015100000","2015年度","11207","埼玉県 秩父市","","63,555","","30,902","","32,653","","7,683","","3,929","","3,754","","36,321","","18,470","","17,851","","19,493","","8,465","","11,028",""
"2015100000","2015年度","11208","埼玉県 所沢市","","340,386","","168,205","","172,181","","39,480","","20,254","","19,226","","207,941","","105,177","","102,764","","85,215","","38,498","","46,717",""
"2015100000","2015年度","11209","埼玉県 飯能市","","80,715","","40,564","","40,151","","8,693","","4,549","","4,144","","48,820","","25,284","","23,536","","22,896","","10,485","","12,411",""
"2015100000","2015年度","11210","埼玉県 加須市","","112,229","","55,828","","56,401","","13,510","","6,909","","6,601","","69,647","","35,610","","34,037","","28,991","","13,254","","15,737",""
"2015100000","2015年度","11211","埼玉県 本庄市","","77,881","","38,622","","39,259","","9,103","","4,640","","4,463","","47,028","","24,227","","22,801","","20,965","","9,279","","11,686",""
"2015100000","2015年度","11212","埼玉県 東松山市","","91,437","","46,131","","45,306","","10,787","","5,495","","5,292","","57,064","","29,563","","27,501","","23,067","","10,751","","12,316",""
"2015100000","2015年度","11214","埼玉県 春日部市","","232,709","","114,813","","117,896","","26,611","","13,720","","12,891","","139,656","","70,557","","69,099","","64,924","","29,697","","35,227",""
"2015100000","2015年度","11215","埼玉県 狭山市","","152,405","","76,580","","75,825","","17,132","","8,748","","8,384","","91,010","","47,220","","43,790","","43,489","","20,060","","23,429",""
"2015100000","2015年度","11216","埼玉県 羽生市","","54,874","","27,069","","27,805","","6,338","","3,258","","3,080","","33,261","","16,954","","16,307","","14,788","","6,595","","8,193",""
"2015100000","2015年度","11217","埼玉県 鴻巣市","","118,072","","58,346","","59,726","","14,096","","7,125","","6,971","","72,869","","36,917","","35,952","","30,968","","14,202","","16,766",""
"2015100000","2015年度","11218","埼玉県 深谷市","","143,811","","71,594","","72,217","","18,574","","9,450","","9,124","","87,536","","44,923","","42,613","","37,423","","17,043","","20,380",""
"2015100000","2015年度","11219","埼玉県 上尾市","","225,196","","112,157","","113,039","","28,557","","14,661","","13,896","","137,664","","70,106","","67,558","","57,052","","26,101","","30,951",""
"2015100000","2015年度","11221","埼玉県 草加市","","247,034","","125,225","","121,809","","30,223","","15,456","","14,767","","150,966","","78,687","","72,279","","57,807","","26,425","","31,382",""
"2015100000","2015年度","11222","埼玉県 越谷市","","337,498","","167,023","","170,475","","44,429","","22,674","","21,755","","211,577","","107,228","","104,349","","80,330","","36,588","","43,742",""
"2015100000","2015年度","11223","埼玉県 蕨市","","72,260","","36,737","","35,523","","7,804","","4,005","","3,799","","47,699","","25,237","","22,462","","16,560","","7,354","","9,206",""
"2015100000","2015年度","11224","埼玉県 戸田市","","136,150","","69,674","","66,476","","19,758","","10,082","","9,676","","89,730","","46,766","","42,964","","21,764","","9,980","","11,784",""
"2015100000","2015年度","11225","埼玉県 入間市","","148,390","","73,408","","74,982","","18,610","","9,602","","9,008","","91,488","","46,240","","45,248","","38,075","","17,421","","20,654",""
"2015100000","2015年度","11227","埼玉県 朝霞市","","136,299","","69,971","","66,328","","18,751","","9,575","","9,176","","90,480","","47,256","","43,224","","25,398","","11,587","","13,811",""
"2015100000","2015年度","11228","埼玉県 志木市","","72,676","","35,998","","36,678","","9,518","","4,928","","4,590","","45,526","","23,042","","22,484","","17,191","","7,802","","9,389",""
"2015100000","2015年度","11229","埼玉県 和光市","","80,826","","41,763","","39,063","","11,260","","5,785","","5,475","","55,944","","29,811","","26,133","","13,602","","6,153","","7,449",""
"2015100000","2015年度","11230","埼玉県 新座市","","162,122","","80,627","","81,495","","21,855","","11,071","","10,784","","100,397","","51,431","","48,966","","39,311","","17,829","","21,482",""
"2015100000","2015年度","11231","埼玉県 桶川市","","73,936","","36,567","","37,369","","9,094","","4,687","","4,407","","44,710","","22,639","","22,071","","20,082","","9,205","","10,877",""
"2015100000","2015年度","11232","埼玉県 久喜市","","152,311","","75,993","","76,318","","17,818","","9,076","","8,742","","93,672","","47,859","","45,813","","40,589","","18,913","","21,676",""
"2015100000","2015年度","11233","埼玉県 北本市","","67,409","","33,320","","34,089","","7,690","","3,873","","3,817","","40,610","","20,565","","20,045","","19,028","","8,837","","10,191",""
"2015100000","2015年度","11234","埼玉県 八潮市","","86,717","","44,812","","41,905","","11,422","","5,932","","5,490","","55,106","","29,315","","25,791","","19,811","","9,310","","10,501",""
"2015100000","2015年度","11235","埼玉県 富士見市","","108,102","","53,312","","54,790","","13,984","","7,191","","6,793","","67,166","","33,850","","33,316","","25,897","","11,676","","14,221",""
"2015100000","2015年度","11237","埼玉県 三郷市","","136,521","","68,950","","67,571","","17,491","","8,892","","8,599","","84,593","","43,708","","40,885","","34,357","","16,287","","18,070",""
"2015100000","2015年度","11238","埼玉県 蓮田市","","62,380","","30,975","","31,405","","7,265","","3,828","","3,437","","36,750","","18,707","","18,043","","18,290","","8,409","","9,881",""
"2015100000","2015年度","11239","埼玉県 坂戸市","","101,679","","51,307","","50,372","","12,931","","6,560","","6,371","","61,664","","32,042","","29,622","","26,642","","12,391","","14,251",""
"2015100000","2015年度","11240","埼玉県 幸手市","","52,524","","26,133","","26,391","","5,695","","2,969","","2,726","","30,872","","15,723","","15,149","","15,874","","7,400","","8,474",""
"2015100000","2015年度","11241","埼玉県 鶴ヶ島市","","70,255","","34,976","","35,279","","8,802","","4,515","","4,287","","43,641","","21,990","","21,651","","17,352","","8,182","","9,170",""
"2015100000","2015年度","11242","埼玉県 日高市","","56,520","","28,069","","28,451","","7,342","","3,739","","3,603","","32,816","","16,631","","16,185","","16,287","","7,649","","8,638",""
"2015100000","2015年度","11243","埼玉県 吉川市","","69,738","","34,955","","34,783","","10,721","","5,448","","5,273","","43,839","","22,409","","21,430","","15,097","","7,030","","8,067",""
"2015100000","2015年度","11245","埼玉県 ふじみ野市","","110,970","","54,910","","56,060","","15,152","","7,680","","7,472","","68,532","","35,157","","33,375","","27,211","","12,024","","15,187",""
"2015100000","2015年度","11246","埼玉県 白岡市","","51,535","","25,540","","25,995","","6,477","","3,298","","3,179","","31,790","","16,183","","15,607","","13,125","","5,982","","7,143",""
"2015100000","2015年度","11301","埼玉県 伊奈町","","44,442","","22,354","","22,088","","7,299","","3,807","","3,492","","27,303","","14,014","","13,289","","9,727","","4,463","","5,264",""
"2015100000","2015年度","11324","埼玉県 三芳町","","38,456","","19,009","","19,447","","5,123","","2,612","","2,511","","22,432","","11,434","","10,998","","10,847","","4,921","","5,926",""
"2015100000","2015年度","11326","埼玉県 毛呂山町","","37,275","","18,659","","18,616","","3,677","","1,895","","1,782","","22,713","","11,711","","11,002","","10,694","","4,926","","5,768",""
"2015100000","2015年度","11327","埼玉県 越生町","","11,716","","5,813","","5,903","","1,169","","620","","549","","6,906","","3,512","","3,394","","3,633","","1,674","","1,959",""
"2015100000","2015年度","11341","埼玉県 滑川町","","18,212","","9,344","","8,868","","2,899","","1,483","","1,416","","11,338","","6,000","","5,338","","3,929","","1,829","","2,100",""
"2015100000","2015年度","11342","埼玉県 嵐山町","","18,341","","9,209","","9,132","","1,894","","975","","919","","10,921","","5,686","","5,235","","5,405","","2,470","","2,935",""
"2015100000","2015年度","11343","埼玉県 小川町","","31,178","","15,487","","15,691","","2,817","","1,458","","1,359","","18,392","","9,427","","8,965","","9,908","","4,543","","5,365",""
"2015100000","2015年度","11346","埼玉県 川島町","","20,788","","10,532","","10,256","","2,223","","1,165","","1,058","","12,387","","6,458","","5,929","","6,169","","2,903","","3,266",""
"2015100000","2015年度","11347","埼玉県 吉見町","","19,631","","9,807","","9,824","","1,863","","946","","917","","12,275","","6,349","","5,926","","5,471","","2,497","","2,974",""
"2015100000","2015年度","11348","埼玉県 鳩山町","","14,338","","7,002","","7,336","","1,153","","602","","551","","7,599","","3,780","","3,819","","5,583","","2,618","","2,965",""
"2015100000","2015年度","11349","埼玉県 ときがわ町","","11,492","","5,756","","5,736","","1,017","","514","","503","","6,739","","3,511","","3,228","","3,734","","1,729","","2,005",""
"2015100000","2015年度","11361","埼玉県 横瀬町","","8,519","","4,205","","4,314","","1,031","","509","","522","","4,886","","2,531","","2,355","","2,595","","1,159","","1,436",""
"2015100000","2015年度","11362","埼玉県 皆野町","","10,133","","4,958","","5,175","","1,144","","581","","563","","5,538","","2,845","","2,693","","3,442","","1,525","","1,917",""
"2015100000","2015年度","11363","埼玉県 長瀞町","","7,324","","3,559","","3,765","","775","","419","","356","","3,984","","2,023","","1,961","","2,564","","1,116","","1,448",""
"2015100000","2015年度","11365","埼玉県 小鹿野町","","12,117","","5,938","","6,179","","1,367","","712","","655","","6,712","","3,458","","3,254","","4,037","","1,767","","2,270",""
"2015100000","2015年度","11369","埼玉県 東秩父村","","2,915","","1,474","","1,441","","227","","117","","110","","1,643","","852","","791","","1,044","","505","","539",""
"2015100000","2015年度","11381","埼玉県 美里町","","11,207","","5,593","","5,614","","1,279","","656","","623","","6,592","","3,437","","3,155","","3,336","","1,500","","1,836",""
"2015100000","2015年度","11383","埼玉県 神川町","","13,730","","6,968","","6,762","","1,575","","811","","764","","8,253","","4,345","","3,908","","3,808","","1,743","","2,065",""
"2015100000","2015年度","11385","埼玉県 上里町","","30,565","","15,090","","15,475","","4,242","","2,163","","2,079","","19,034","","9,666","","9,368","","7,270","","3,247","","4,023",""
"2015100000","2015年度","11408","埼玉県 寄居町","","34,081","","16,929","","17,152","","3,680","","1,884","","1,796","","20,339","","10,455","","9,884","","9,996","","4,529","","5,467",""
"2015100000","2015年度","11442","埼玉県 宮代町","","33,705","","17,138","","16,567","","3,581","","1,777","","1,804","","19,920","","10,603","","9,317","","10,096","","4,676","","5,420",""
"2015100000","2015年度","11464","埼玉県 杉戸町","","45,495","","22,798","","22,697","","5,341","","2,817","","2,524","","27,097","","13,819","","13,278","","12,993","","6,119","","6,874",""
"2015100000","2015年度","11465","埼玉県 松伏町","","30,061","","15,072","","14,989","","3,883","","2,011","","1,872","","18,400","","9,495","","8,905","","7,716","","3,521","","4,195",""
"2015100000","2015年度","12100","千葉県 千葉市","","971,882","","482,840","","489,042","","122,062","","62,311","","59,751","","597,580","","303,486","","294,094","","238,213","","108,536","","129,677",""
"2015100000","2015年度","12101","千葉県 千葉市 中央区","","205,070","","102,109","","102,961","","23,938","","12,145","","11,793","","134,953","","69,254","","65,699","","45,880","","20,502","","25,378",""
"2015100000","2015年度","12102","千葉県 千葉市 花見川区","","179,200","","89,407","","89,793","","20,692","","10,653","","10,039","","108,964","","55,712","","53,252","","47,695","","21,947","","25,748",""
"2015100000","2015年度","12103","千葉県 千葉市 稲毛区","","160,968","","80,280","","80,688","","20,103","","10,229","","9,874","","97,173","","49,629","","47,544","","39,085","","17,729","","21,356",""
"2015100000","2015年度","12104","千葉県 千葉市 若葉区","","151,078","","76,253","","74,825","","17,218","","9,009","","8,209","","84,832","","43,989","","40,843","","44,079","","20,168","","23,911",""
"2015100000","2015年度","12105","千葉県 千葉市 緑区","","126,848","","62,194","","64,654","","19,763","","9,995","","9,768","","80,799","","40,227","","40,572","","26,169","","11,888","","14,281",""
"2015100000","2015年度","12106","千葉県 千葉市 美浜区","","148,718","","72,597","","76,121","","20,348","","10,280","","10,068","","90,859","","44,675","","46,184","","35,305","","16,302","","19,003",""
"2015100000","2015年度","12202","千葉県 銚子市","","64,415","","31,005","","33,410","","5,780","","2,969","","2,811","","36,797","","18,842","","17,955","","21,627","","9,069","","12,558",""
"2015100000","2015年度","12203","千葉県 市川市","","481,732","","242,652","","239,080","","49,931","","25,515","","24,416","","284,939","","145,500","","139,439","","104,735","","48,042","","56,693",""
"2015100000","2015年度","12204","千葉県 船橋市","","622,890","","311,358","","311,532","","82,258","","42,346","","39,912","","391,731","","201,753","","189,978","","142,446","","63,907","","78,539",""
"2015100000","2015年度","12205","千葉県 館山市","","47,464","","22,775","","24,689","","5,205","","2,701","","2,504","","24,640","","12,386","","12,254","","17,486","","7,589","","9,897",""
"2015100000","2015年度","12206","千葉県 木更津市","","134,141","","67,450","","66,691","","17,688","","9,058","","8,630","","80,841","","42,257","","38,584","","34,730","","15,640","","19,090",""
"2015100000","2015年度","12207","千葉県 松戸市","","483,480","","240,928","","242,552","","56,055","","28,663","","27,392","","296,656","","151,284","","145,372","","121,666","","55,317","","66,349",""
"2015100000","2015年度","12208","千葉県 野田市","","153,583","","76,541","","77,042","","19,075","","9,813","","9,262","","91,030","","46,761","","44,269","","42,678","","19,608","","23,070",""
"2015100000","2015年度","12210","千葉県 茂原市","","89,688","","44,170","","45,518","","9,596","","4,843","","4,753","","51,480","","26,092","","25,388","","26,767","","12,096","","14,671",""
"2015100000","2015年度","12211","千葉県 成田市","","131,190","","65,928","","65,262","","18,347","","9,493","","8,854","","83,806","","43,164","","40,642","","27,531","","12,361","","15,170",""
"2015100000","2015年度","12212","千葉県 佐倉市","","172,739","","84,434","","88,305","","20,505","","10,641","","9,864","","102,334","","50,655","","51,679","","49,464","","22,961","","26,503",""
"2015100000","2015年度","12213","千葉県 東金市","","60,652","","30,219","","30,433","","6,847","","3,503","","3,344","","37,906","","19,451","","18,455","","15,418","","6,953","","8,465",""
"2015100000","2015年度","12215","千葉県 旭市","","66,586","","32,625","","33,961","","8,119","","4,157","","3,962","","39,616","","20,381","","19,235","","18,706","","7,999","","10,707",""
"2015100000","2015年度","12216","千葉県 習志野市","","167,909","","84,323","","83,586","","22,309","","11,384","","10,925","","107,781","","56,052","","51,729","","37,455","","16,647","","20,808",""
"2015100000","2015年度","12217","千葉県 柏市","","413,954","","205,971","","207,983","","52,766","","26,941","","25,825","","255,018","","129,752","","125,266","","99,189","","44,996","","54,193",""
"2015100000","2015年度","12218","千葉県 勝浦市","","19,248","","9,946","","9,302","","1,419","","697","","722","","10,555","","6,092","","4,463","","7,265","","3,152","","4,113",""
"2015100000","2015年度","12219","千葉県 市原市","","274,656","","141,134","","133,522","","32,976","","16,911","","16,065","","167,270","","88,619","","78,651","","70,814","","33,191","","37,623",""
"2015100000","2015年度","12220","千葉県 流山市","","174,373","","86,249","","88,124","","24,745","","12,591","","12,154","","106,813","","54,013","","52,800","","41,953","","19,128","","22,825",""
"2015100000","2015年度","12221","千葉県 八千代市","","193,152","","95,224","","97,928","","27,283","","13,970","","13,313","","118,963","","60,027","","58,936","","46,873","","21,203","","25,670",""
"2015100000","2015年度","12222","千葉県 我孫子市","","131,606","","64,614","","66,992","","16,072","","8,315","","7,757","","77,445","","38,933","","38,512","","37,579","","17,051","","20,528",""
"2015100000","2015年度","12223","千葉県 鴨川市","","33,932","","16,079","","17,853","","3,524","","1,856","","1,668","","17,985","","8,724","","9,261","","12,295","","5,438","","6,857",""
"2015100000","2015年度","12224","千葉県 鎌ケ谷市","","108,917","","53,490","","55,427","","13,793","","7,035","","6,758","","65,442","","32,901","","32,541","","29,115","","13,304","","15,811",""
"2015100000","2015年度","12225","千葉県 君津市","","86,033","","43,622","","42,411","","9,845","","5,156","","4,689","","51,359","","27,356","","24,003","","24,339","","10,795","","13,544",""
"2015100000","2015年度","12226","千葉県 富津市","","45,601","","22,975","","22,626","","4,271","","2,221","","2,050","","25,510","","13,678","","11,832","","15,684","","6,981","","8,703",""
"2015100000","2015年度","12227","千葉県 浦安市","","164,024","","81,057","","82,967","","23,336","","11,952","","11,384","","113,576","","56,279","","57,297","","25,836","","12,040","","13,796",""
"2015100000","2015年度","12228","千葉県 四街道市","","89,245","","44,077","","45,168","","11,888","","6,198","","5,690","","51,765","","26,017","","25,748","","24,975","","11,543","","13,432",""
"2015100000","2015年度","12229","千葉県 袖ケ浦市","","60,952","","30,660","","30,292","","8,253","","4,234","","4,019","","37,334","","19,266","","18,068","","15,143","","7,016","","8,127",""
"2015100000","2015年度","12230","千葉県 八街市","","70,734","","35,598","","35,136","","7,778","","3,972","","3,806","","44,540","","22,960","","21,580","","18,124","","8,509","","9,615",""
"2015100000","2015年度","12231","千葉県 印西市","","92,670","","45,744","","46,926","","13,825","","7,058","","6,767","","59,599","","29,665","","29,934","","18,943","","8,826","","10,117",""
"2015100000","2015年度","12232","千葉県 白井市","","61,674","","30,654","","31,020","","9,634","","4,920","","4,714","","37,404","","18,751","","18,653","","14,381","","6,814","","7,567",""
"2015100000","2015年度","12233","千葉県 富里市","","49,636","","25,182","","24,454","","5,888","","2,988","","2,900","","31,213","","16,142","","15,071","","12,161","","5,839","","6,322",""
"2015100000","2015年度","12234","千葉県 南房総市","","39,033","","18,549","","20,484","","3,608","","1,846","","1,762","","18,585","","9,406","","9,179","","16,826","","7,285","","9,541",""
"2015100000","2015年度","12235","千葉県 匝瑳市","","37,261","","18,178","","19,083","","4,114","","2,081","","2,033","","21,180","","10,970","","10,210","","11,873","","5,065","","6,808",""
"2015100000","2015年度","12236","千葉県 香取市","","77,499","","38,103","","39,396","","7,992","","4,155","","3,837","","43,739","","22,646","","21,093","","25,544","","11,187","","14,357",""
"2015100000","2015年度","12237","千葉県 山武市","","52,222","","25,889","","26,333","","5,214","","2,734","","2,480","","30,788","","15,874","","14,914","","16,121","","7,210","","8,911",""
"2015100000","2015年度","12238","千葉県 いすみ市","","38,594","","18,719","","19,875","","3,691","","1,930","","1,761","","20,186","","10,286","","9,900","","14,679","","6,486","","8,193",""
"2015100000","2015年度","12239","千葉県 大網白里市","","49,184","","24,250","","24,934","","5,637","","2,873","","2,764","","29,451","","14,789","","14,662","","13,912","","6,473","","7,439",""
"2015100000","2015年度","12322","千葉県 酒々井町","","20,955","","10,327","","10,628","","2,476","","1,269","","1,207","","12,363","","6,217","","6,146","","5,970","","2,785","","3,185",""
"2015100000","2015年度","12329","千葉県 栄町","","21,228","","10,338","","10,890","","1,927","","948","","979","","12,834","","6,329","","6,505","","6,400","","3,006","","3,394",""
"2015100000","2015年度","12342","千葉県 神崎町","","6,133","","3,086","","3,047","","600","","333","","267","","3,579","","1,886","","1,693","","1,954","","867","","1,087",""
"2015100000","2015年度","12347","千葉県 多古町","","14,724","","7,337","","7,387","","1,384","","701","","683","","8,372","","4,457","","3,915","","4,936","","2,152","","2,784",""
"2015100000","2015年度","12349","千葉県 東庄町","","14,152","","6,984","","7,168","","1,456","","735","","721","","7,857","","4,100","","3,757","","4,831","","2,142","","2,689",""
"2015100000","2015年度","12403","千葉県 九十九里町","","16,510","","8,039","","8,471","","1,487","","783","","704","","9,190","","4,727","","4,463","","5,783","","2,493","","3,290",""
"2015100000","2015年度","12409","千葉県 芝山町","","7,431","","3,650","","3,781","","776","","394","","382","","4,221","","2,215","","2,006","","2,431","","1,039","","1,392",""
"2015100000","2015年度","12410","千葉県 横芝光町","","23,762","","11,586","","12,176","","2,556","","1,361","","1,195","","13,062","","6,612","","6,450","","8,000","","3,528","","4,472",""
"2015100000","2015年度","12421","千葉県 一宮町","","11,767","","5,716","","6,051","","1,519","","797","","722","","6,527","","3,279","","3,248","","3,703","","1,626","","2,077",""
"2015100000","2015年度","12422","千葉県 睦沢町","","7,222","","3,439","","3,783","","703","","345","","358","","3,826","","1,905","","1,921","","2,693","","1,189","","1,504",""
"2015100000","2015年度","12423","千葉県 長生村","","14,359","","7,057","","7,302","","1,579","","808","","771","","8,360","","4,264","","4,096","","4,419","","1,985","","2,434",""
"2015100000","2015年度","12424","千葉県 白子町","","11,149","","5,513","","5,636","","1,034","","550","","484","","6,033","","3,092","","2,941","","4,077","","1,867","","2,210",""
"2015100000","2015年度","12426","千葉県 長柄町","","7,337","","3,588","","3,749","","617","","326","","291","","3,974","","2,049","","1,925","","2,746","","1,213","","1,533",""
"2015100000","2015年度","12427","千葉県 長南町","","8,206","","4,004","","4,202","","645","","333","","312","","4,472","","2,291","","2,181","","3,088","","1,379","","1,709",""
"2015100000","2015年度","12441","千葉県 大多喜町","","9,843","","4,708","","5,135","","862","","431","","431","","5,087","","2,563","","2,524","","3,872","","1,700","","2,172",""
"2015100000","2015年度","12443","千葉県 御宿町","","7,315","","3,439","","3,876","","516","","264","","252","","3,318","","1,619","","1,699","","3,478","","1,555","","1,923",""
"2015100000","2015年度","12463","千葉県 鋸南町","","8,022","","3,837","","4,185","","646","","357","","289","","3,880","","1,948","","1,932","","3,492","","1,529","","1,963",""
"2015100000","2015年度","13101","東京都 千代田区","","58,406","","29,343","","29,063","","6,698","","3,372","","3,326","","39,564","","20,567","","18,997","","10,286","","4,296","","5,990",""
"2015100000","2015年度","13102","東京都 中央区","","141,183","","67,536","","73,647","","16,798","","8,496","","8,302","","101,311","","49,478","","51,833","","22,694","","9,339","","13,355",""
"2015100000","2015年度","13103","東京都 港区","","243,283","","114,717","","128,566","","30,012","","15,146","","14,866","","170,255","","82,089","","88,166","","42,694","","17,265","","25,429",""
"2015100000","2015年度","13104","東京都 新宿区","","333,560","","167,258","","166,302","","27,060","","13,873","","13,187","","232,488","","120,802","","111,686","","65,274","","27,606","","37,668",""
"2015100000","2015年度","13105","東京都 文京区","","219,724","","105,990","","113,734","","23,478","","11,806","","11,672","","146,424","","72,339","","74,085","","41,946","","17,472","","24,474",""
"2015100000","2015年度","13106","東京都 台東区","","198,073","","101,982","","96,091","","17,601","","8,991","","8,610","","131,798","","70,437","","61,361","","46,590","","21,462","","25,128",""
"2015100000","2015年度","13107","東京都 墨田区","","256,274","","127,925","","128,349","","26,607","","13,631","","12,976","","169,311","","87,301","","82,010","","58,196","","25,511","","32,685",""
"2015100000","2015年度","13108","東京都 江東区","","498,109","","246,750","","251,359","","62,350","","31,995","","30,355","","327,546","","166,908","","160,638","","105,036","","45,974","","59,062",""
"2015100000","2015年度","13109","東京都 品川区","","386,855","","191,090","","195,765","","40,415","","20,572","","19,843","","256,619","","130,471","","126,148","","78,247","","33,469","","44,778",""
"2015100000","2015年度","13110","東京都 目黒区","","277,622","","130,947","","146,675","","28,671","","14,678","","13,993","","191,610","","92,449","","99,161","","55,198","","22,680","","32,518",""
"2015100000","2015年度","13111","東京都 大田区","","717,082","","359,753","","357,329","","76,485","","38,968","","37,517","","469,449","","244,205","","225,244","","158,190","","69,130","","89,060",""
"2015100000","2015年度","13112","東京都 世田谷区","","903,346","","428,874","","474,472","","97,019","","49,475","","47,544","","573,317","","277,039","","296,278","","184,512","","77,886","","106,626",""
"2015100000","2015年度","13113","東京都 渋谷区","","224,533","","107,986","","116,547","","19,156","","9,757","","9,399","","148,581","","73,025","","75,556","","43,899","","18,217","","25,682",""
"2015100000","2015年度","13114","東京都 中野区","","328,215","","165,382","","162,833","","26,531","","13,562","","12,969","","223,586","","117,327","","106,259","","67,709","","28,705","","39,004",""
"2015100000","2015年度","13115","東京都 杉並区","","563,997","","271,737","","292,260","","54,535","","27,817","","26,718","","370,649","","182,397","","188,252","","124,460","","53,219","","71,241",""
"2015100000","2015年度","13116","東京都 豊島区","","291,167","","146,827","","144,340","","23,828","","12,001","","11,827","","205,853","","108,292","","97,561","","57,418","","24,471","","32,947",""
"2015100000","2015年度","13117","東京都 北区","","341,076","","169,829","","171,247","","33,535","","17,147","","16,388","","216,612","","112,859","","103,753","","86,840","","37,273","","49,567",""
"2015100000","2015年度","13118","東京都 荒川区","","212,264","","105,113","","107,151","","23,588","","12,017","","11,571","","137,510","","70,525","","66,985","","48,930","","21,572","","27,358",""
"2015100000","2015年度","13119","東京都 板橋区","","561,916","","276,592","","285,324","","59,238","","30,439","","28,799","","361,101","","183,737","","177,364","","128,058","","55,085","","72,973",""
"2015100000","2015年度","13120","東京都 練馬区","","721,722","","351,609","","370,113","","86,105","","44,327","","41,778","","472,513","","236,938","","235,575","","158,290","","67,772","","90,518",""
"2015100000","2015年度","13121","東京都 足立区","","670,122","","334,922","","335,200","","79,365","","40,458","","38,907","","416,200","","216,103","","200,097","","165,151","","72,573","","92,578",""
"2015100000","2015年度","13122","東京都 葛飾区","","442,913","","221,621","","221,292","","52,325","","26,954","","25,371","","281,456","","146,907","","134,549","","109,059","","47,718","","61,341",""
"2015100000","2015年度","13123","東京都 江戸川区","","681,298","","343,464","","337,834","","90,730","","46,083","","44,647","","444,656","","231,443","","213,213","","139,193","","61,828","","77,365",""
"2015100000","2015年度","13201","東京都 八王子市","","577,513","","291,238","","286,275","","66,908","","34,314","","32,594","","355,230","","185,261","","169,969","","140,909","","63,333","","77,576",""
"2015100000","2015年度","13202","東京都 立川市","","176,295","","86,978","","89,317","","18,749","","9,527","","9,222","","101,975","","52,235","","49,740","","40,378","","17,580","","22,798",""
"2015100000","2015年度","13203","東京都 武蔵野市","","144,730","","69,475","","75,255","","16,237","","8,352","","7,885","","95,181","","46,638","","48,543","","30,819","","12,977","","17,842",""
"2015100000","2015年度","13204","東京都 三鷹市","","186,936","","90,641","","96,295","","22,255","","11,428","","10,827","","122,788","","61,317","","61,471","","38,962","","16,560","","22,402",""
"2015100000","2015年度","13205","東京都 青梅市","","137,381","","68,677","","68,704","","15,906","","8,170","","7,736","","82,801","","43,421","","39,380","","38,660","","17,078","","21,582",""
"2015100000","2015年度","13206","東京都 府中市","","260,274","","132,172","","128,102","","34,287","","17,591","","16,696","","169,863","","89,760","","80,103","","53,564","","23,591","","29,973",""
