"表題：","都道府県・市区町村のすがた（社会・人口統計体系）"
"公開日：","2020年06月22日"

"***","調査又は集計していないもの"
"-","データが得られないもの"
"X","数値が秘匿されているもの"

"","","","","","A1101","","A110101","","A110102","","A1301","","A130101","","A130102","","A1302","","A130201","","A130202","","A1303","","A130301","","A130302",""
"調査年 コード","調査年","地域 コード","地域","/項目","A1101_総人口【人】","注釈","A110101_総人口（男）【人】","注釈","A110102_総人口（女）【人】","注釈","A1301_15歳未満人口【人】","注釈","A130101_15歳未満人口（男）【人】","注釈","A130102_15歳未満人口（女）【人】","注釈","A1302_15～64歳人口【人】","注釈","A130201_15～64歳人口（男）【人】","注釈","A130202_15～64歳人口（女）【人】","注釈","A1303_65歳以上人口【人】","注釈","A130301_65歳以上人口（男）【人】","注釈","A130302_65歳以上人口（女）【人】","注釈"
"2015100000","2015年度","16206","富山県 滑川市","","32,755","","15,855","","16,900","","4,256","","2,222","","2,034","","18,995","","9,717","","9,278","","9,377","","3,842","","5,535",""
"2015100000","2015年度","16207","富山県 黒部市","","40,991","","19,920","","21,071","","5,117","","2,665","","2,452","","22,855","","11,704","","11,151","","12,266","","5,154","","7,112",""
"2015100000","2015年度","16208","富山県 砺波市","","49,000","","23,781","","25,219","","6,733","","3,470","","3,263","","28,209","","14,273","","13,936","","13,837","","5,922","","7,915",""
"2015100000","2015年度","16209","富山県 小矢部市","","30,399","","14,602","","15,797","","3,319","","1,700","","1,619","","16,681","","8,439","","8,242","","10,386","","4,454","","5,932",""
"2015100000","2015年度","16210","富山県 南砺市","","51,327","","24,423","","26,904","","5,622","","2,910","","2,712","","27,152","","13,667","","13,485","","18,513","","7,819","","10,694",""
"2015100000","2015年度","16211","富山県 射水市","","92,308","","44,770","","47,538","","12,368","","6,341","","6,027","","53,154","","26,899","","26,255","","26,457","","11,320","","15,137",""
"2015100000","2015年度","16321","富山県 舟橋村","","2,982","","1,421","","1,561","","549","","280","","269","","1,833","","895","","938","","599","","245","","354",""
"2015100000","2015年度","16322","富山県 上市町","","20,930","","10,002","","10,928","","2,302","","1,187","","1,115","","11,581","","5,832","","5,749","","7,034","","2,973","","4,061",""
"2015100000","2015年度","16323","富山県 立山町","","26,317","","12,663","","13,654","","3,131","","1,596","","1,535","","14,745","","7,462","","7,283","","7,891","","3,304","","4,587",""
"2015100000","2015年度","16342","富山県 入善町","","25,335","","12,096","","13,239","","2,742","","1,367","","1,375","","14,093","","7,178","","6,915","","8,442","","3,518","","4,924",""
"2015100000","2015年度","16343","富山県 朝日町","","12,246","","5,695","","6,551","","1,094","","584","","510","","6,141","","3,084","","3,057","","5,011","","2,027","","2,984",""
"2015100000","2015年度","17201","石川県 金沢市","","465,699","","226,007","","239,692","","59,946","","30,632","","29,314","","282,984","","141,759","","141,225","","114,346","","48,530","","65,816",""
"2015100000","2015年度","17202","石川県 七尾市","","55,325","","26,218","","29,107","","6,041","","3,065","","2,976","","29,571","","14,750","","14,821","","18,940","","7,973","","10,967",""
"2015100000","2015年度","17203","石川県 小松市","","106,919","","51,844","","55,075","","14,691","","7,428","","7,263","","60,708","","30,555","","30,153","","28,772","","12,424","","16,348",""
"2015100000","2015年度","17204","石川県 輪島市","","27,216","","12,795","","14,421","","2,283","","1,152","","1,131","","13,198","","6,896","","6,302","","11,715","","4,733","","6,982",""
"2015100000","2015年度","17205","石川県 珠洲市","","14,625","","6,762","","7,863","","1,157","","577","","580","","6,642","","3,425","","3,217","","6,816","","2,751","","4,065",""
"2015100000","2015年度","17206","石川県 加賀市","","67,186","","31,420","","35,766","","7,749","","3,911","","3,838","","36,992","","18,257","","18,735","","22,262","","9,170","","13,092",""
"2015100000","2015年度","17207","石川県 羽咋市","","21,729","","10,288","","11,441","","2,272","","1,126","","1,146","","11,340","","5,684","","5,656","","7,922","","3,358","","4,564",""
"2015100000","2015年度","17209","石川県 かほく市","","34,219","","16,396","","17,823","","4,681","","2,393","","2,288","","19,682","","9,731","","9,951","","9,812","","4,244","","5,568",""
"2015100000","2015年度","17210","石川県 白山市","","109,287","","53,085","","56,202","","15,721","","7,941","","7,780","","65,303","","32,561","","32,742","","27,915","","12,360","","15,555",""
"2015100000","2015年度","17211","石川県 能美市","","48,881","","24,265","","24,616","","7,596","","3,960","","3,636","","29,195","","15,028","","14,167","","11,983","","5,209","","6,774",""
"2015100000","2015年度","17212","石川県 野々市市","","55,099","","28,657","","26,442","","7,961","","4,053","","3,908","","34,620","","18,655","","15,965","","9,824","","4,282","","5,542",""
"2015100000","2015年度","17324","石川県 川北町","","6,347","","3,124","","3,223","","1,296","","696","","600","","3,731","","1,863","","1,868","","1,312","","559","","753",""
"2015100000","2015年度","17361","石川県 津幡町","","36,968","","17,994","","18,974","","5,436","","2,746","","2,690","","23,177","","11,567","","11,610","","8,146","","3,560","","4,586",""
"2015100000","2015年度","17365","石川県 内灘町","","26,987","","13,017","","13,970","","3,721","","1,918","","1,803","","16,654","","8,152","","8,502","","6,435","","2,821","","3,614",""
"2015100000","2015年度","17384","石川県 志賀町","","20,422","","9,651","","10,771","","2,073","","1,027","","1,046","","10,136","","5,151","","4,985","","8,213","","3,473","","4,740",""
"2015100000","2015年度","17386","石川県 宝達志水町","","13,174","","6,225","","6,949","","1,426","","709","","717","","7,059","","3,519","","3,540","","4,689","","1,997","","2,692",""
"2015100000","2015年度","17407","石川県 中能登町","","17,571","","8,447","","9,124","","2,237","","1,165","","1,072","","9,293","","4,684","","4,609","","6,034","","2,594","","3,440",""
"2015100000","2015年度","17461","石川県 穴水町","","8,786","","4,196","","4,590","","672","","356","","316","","4,099","","2,188","","1,911","","3,991","","1,635","","2,356",""
"2015100000","2015年度","17463","石川県 能登町","","17,568","","8,198","","9,370","","1,413","","729","","684","","8,131","","4,202","","3,929","","8,024","","3,267","","4,757",""
"2015100000","2015年度","18201","福井県 福井市","","265,904","","128,892","","137,012","","34,073","","17,581","","16,492","","151,638","","75,787","","75,851","","72,481","","31,404","","41,077",""
"2015100000","2015年度","18202","福井県 敦賀市","","66,165","","32,558","","33,607","","9,038","","4,620","","4,418","","39,093","","20,127","","18,966","","17,572","","7,544","","10,028",""
"2015100000","2015年度","18204","福井県 小浜市","","29,670","","14,539","","15,131","","3,814","","1,993","","1,821","","16,630","","8,605","","8,025","","9,145","","3,885","","5,260",""
"2015100000","2015年度","18205","福井県 大野市","","33,109","","15,683","","17,426","","3,787","","1,925","","1,862","","18,063","","8,971","","9,092","","11,253","","4,783","","6,470",""
"2015100000","2015年度","18206","福井県 勝山市","","24,125","","11,478","","12,647","","2,750","","1,404","","1,346","","13,167","","6,564","","6,603","","8,185","","3,496","","4,689",""
"2015100000","2015年度","18207","福井県 鯖江市","","68,284","","33,105","","35,179","","10,257","","5,207","","5,050","","39,994","","19,993","","20,001","","17,811","","7,780","","10,031",""
"2015100000","2015年度","18208","福井県 あわら市","","28,729","","13,555","","15,174","","3,291","","1,654","","1,637","","16,551","","8,199","","8,352","","8,870","","3,688","","5,182",""
"2015100000","2015年度","18209","福井県 越前市","","81,524","","39,859","","41,665","","10,928","","5,639","","5,289","","47,507","","24,021","","23,486","","22,484","","9,828","","12,656",""
"2015100000","2015年度","18210","福井県 坂井市","","90,280","","43,526","","46,754","","12,748","","6,523","","6,225","","53,361","","26,512","","26,849","","23,590","","10,174","","13,416",""
"2015100000","2015年度","18322","福井県 永平寺町","","19,883","","9,621","","10,262","","2,437","","1,265","","1,172","","11,867","","5,935","","5,932","","5,413","","2,334","","3,079",""
"2015100000","2015年度","18382","福井県 池田町","","2,638","","1,250","","1,388","","214","","108","","106","","1,285","","665","","620","","1,139","","477","","662",""
"2015100000","2015年度","18404","福井県 南越前町","","10,799","","5,173","","5,626","","1,332","","696","","636","","5,822","","2,971","","2,851","","3,645","","1,506","","2,139",""
"2015100000","2015年度","18423","福井県 越前町","","21,538","","10,333","","11,205","","2,735","","1,386","","1,349","","12,043","","6,074","","5,969","","6,752","","2,867","","3,885",""
"2015100000","2015年度","18442","福井県 美浜町","","9,914","","4,988","","4,926","","1,068","","554","","514","","5,532","","3,040","","2,492","","3,308","","1,388","","1,920",""
"2015100000","2015年度","18481","福井県 高浜町","","10,596","","5,417","","5,179","","1,369","","709","","660","","6,042","","3,340","","2,702","","3,172","","1,355","","1,817",""
"2015100000","2015年度","18483","福井県 おおい町","","8,325","","4,201","","4,124","","1,157","","555","","602","","4,680","","2,611","","2,069","","2,454","","1,001","","1,453",""
"2015100000","2015年度","18501","福井県 若狭町","","15,257","","7,296","","7,961","","1,988","","977","","1,011","","8,134","","4,143","","3,991","","5,134","","2,175","","2,959",""
"2015100000","2015年度","19201","山梨県 甲府市","","193,125","","94,448","","98,677","","23,105","","11,915","","11,190","","112,961","","57,866","","55,095","","53,154","","22,410","","30,744",""
"2015100000","2015年度","19202","山梨県 富士吉田市","","49,003","","23,890","","25,113","","5,973","","3,076","","2,897","","29,054","","14,686","","14,368","","12,995","","5,632","","7,363",""
"2015100000","2015年度","19204","山梨県 都留市","","32,002","","15,358","","16,644","","3,671","","1,843","","1,828","","20,048","","9,864","","10,184","","8,132","","3,582","","4,550",""
"2015100000","2015年度","19205","山梨県 山梨市","","35,141","","16,811","","18,330","","4,271","","2,220","","2,051","","19,865","","9,870","","9,995","","10,975","","4,705","","6,270",""
"2015100000","2015年度","19206","山梨県 大月市","","25,419","","12,378","","13,041","","2,210","","1,110","","1,100","","14,173","","7,258","","6,915","","8,827","","3,889","","4,938",""
"2015100000","2015年度","19207","山梨県 韮崎市","","30,680","","15,251","","15,429","","3,804","","1,968","","1,836","","18,288","","9,401","","8,887","","8,357","","3,747","","4,610",""
"2015100000","2015年度","19208","山梨県 南アルプス市","","70,828","","34,741","","36,087","","10,171","","5,244","","4,927","","42,716","","21,493","","21,223","","17,702","","7,888","","9,814",""
"2015100000","2015年度","19209","山梨県 北杜市","","45,111","","21,965","","23,146","","4,613","","2,401","","2,212","","23,995","","12,239","","11,756","","16,457","","7,288","","9,169",""
"2015100000","2015年度","19210","山梨県 甲斐市","","74,386","","36,562","","37,824","","10,614","","5,424","","5,190","","45,997","","23,299","","22,698","","17,486","","7,718","","9,768",""
"2015100000","2015年度","19211","山梨県 笛吹市","","69,559","","33,654","","35,905","","8,720","","4,476","","4,244","","40,010","","19,971","","20,039","","19,541","","8,491","","11,050",""
"2015100000","2015年度","19212","山梨県 上野原市","","24,805","","12,390","","12,415","","2,331","","1,185","","1,146","","14,592","","7,641","","6,951","","7,833","","3,531","","4,302",""
"2015100000","2015年度","19213","山梨県 甲州市","","31,671","","15,214","","16,457","","3,699","","1,906","","1,793","","17,174","","8,562","","8,612","","10,502","","4,580","","5,922",""
"2015100000","2015年度","19214","山梨県 中央市","","31,124","","15,426","","15,698","","4,212","","2,135","","2,077","","19,577","","9,958","","9,619","","7,007","","3,155","","3,852",""
"2015100000","2015年度","19346","山梨県 市川三郷町","","15,673","","7,561","","8,112","","1,674","","876","","798","","8,415","","4,332","","4,083","","5,583","","2,352","","3,231",""
"2015100000","2015年度","19364","山梨県 早川町","","1,068","","538","","530","","74","","45","","29","","484","","283","","201","","510","","210","","300",""
"2015100000","2015年度","19365","山梨県 身延町","","12,669","","6,171","","6,498","","868","","440","","428","","6,321","","3,400","","2,921","","5,434","","2,289","","3,145",""
"2015100000","2015年度","19366","山梨県 南部町","","8,067","","3,931","","4,136","","743","","390","","353","","4,230","","2,237","","1,993","","3,094","","1,304","","1,790",""
"2015100000","2015年度","19368","山梨県 富士川町","","15,294","","7,361","","7,933","","1,751","","897","","854","","8,618","","4,394","","4,224","","4,920","","2,068","","2,852",""
"2015100000","2015年度","19384","山梨県 昭和町","","19,505","","9,875","","9,630","","2,951","","1,475","","1,476","","11,800","","6,123","","5,677","","3,705","","1,711","","1,994",""
"2015100000","2015年度","19422","山梨県 道志村","","1,743","","882","","861","","180","","98","","82","","987","","512","","475","","575","","271","","304",""
"2015100000","2015年度","19423","山梨県 西桂町","","4,342","","2,117","","2,225","","550","","272","","278","","2,663","","1,340","","1,323","","1,129","","505","","624",""
"2015100000","2015年度","19424","山梨県 忍野村","","8,968","","4,852","","4,116","","1,466","","749","","717","","5,912","","3,402","","2,510","","1,568","","691","","877",""
"2015100000","2015年度","19425","山梨県 山中湖村","","5,208","","2,559","","2,649","","637","","322","","315","","3,021","","1,533","","1,488","","1,514","","682","","832",""
"2015100000","2015年度","19429","山梨県 鳴沢村","","2,921","","1,403","","1,518","","373","","190","","183","","1,691","","829","","862","","853","","381","","472",""
"2015100000","2015年度","19430","山梨県 富士河口湖町","","25,329","","12,350","","12,979","","3,518","","1,766","","1,752","","15,647","","7,877","","7,770","","6,099","","2,669","","3,430",""
"2015100000","2015年度","19442","山梨県 小菅村","","726","","353","","373","","62","","32","","30","","336","","170","","166","","328","","151","","177",""
"2015100000","2015年度","19443","山梨県 丹波山村","","563","","286","","277","","29","","16","","13","","270","","158","","112","","264","","112","","152",""
"2015100000","2015年度","20201","長野県 長野市","","377,598","","182,843","","194,755","","49,052","","24,931","","24,121","","216,734","","108,303","","108,431","","106,007","","46,046","","59,961",""
"2015100000","2015年度","20202","長野県 松本市","","243,293","","119,479","","123,814","","32,294","","16,854","","15,440","","143,259","","72,944","","70,315","","64,009","","27,615","","36,394",""
"2015100000","2015年度","20203","長野県 上田市","","156,827","","76,776","","80,051","","20,150","","10,290","","9,860","","89,926","","45,761","","44,165","","45,685","","20,000","","25,685",""
"2015100000","2015年度","20204","長野県 岡谷市","","50,128","","24,330","","25,798","","6,327","","3,221","","3,106","","27,331","","13,940","","13,391","","16,181","","6,993","","9,188",""
"2015100000","2015年度","20205","長野県 飯田市","","101,581","","48,443","","53,138","","13,609","","6,886","","6,723","","55,546","","27,527","","28,019","","31,447","","13,461","","17,986",""
"2015100000","2015年度","20206","長野県 諏訪市","","50,140","","24,392","","25,748","","6,589","","3,376","","3,213","","28,805","","14,647","","14,158","","14,543","","6,270","","8,273",""
"2015100000","2015年度","20207","長野県 須坂市","","50,725","","24,790","","25,935","","6,622","","3,398","","3,224","","28,654","","14,534","","14,120","","15,369","","6,793","","8,576",""
"2015100000","2015年度","20208","長野県 小諸市","","42,512","","20,623","","21,889","","5,371","","2,717","","2,654","","24,099","","12,171","","11,928","","12,857","","5,635","","7,222",""
"2015100000","2015年度","20209","長野県 伊那市","","68,271","","33,445","","34,826","","9,226","","4,735","","4,491","","38,149","","19,506","","18,643","","20,421","","8,871","","11,550",""
"2015100000","2015年度","20210","長野県 駒ヶ根市","","32,759","","16,006","","16,753","","4,490","","2,304","","2,186","","18,573","","9,478","","9,095","","9,564","","4,141","","5,423",""
"2015100000","2015年度","20211","長野県 中野市","","43,909","","21,243","","22,666","","5,770","","2,949","","2,821","","25,155","","12,598","","12,557","","12,910","","5,652","","7,258",""
"2015100000","2015年度","20212","長野県 大町市","","28,041","","13,555","","14,486","","3,030","","1,571","","1,459","","14,900","","7,618","","7,282","","9,766","","4,194","","5,572",""
"2015100000","2015年度","20213","長野県 飯山市","","21,438","","10,365","","11,073","","2,406","","1,269","","1,137","","11,543","","5,830","","5,713","","7,426","","3,229","","4,197",""
"2015100000","2015年度","20214","長野県 茅野市","","55,912","","27,811","","28,101","","7,752","","3,961","","3,791","","32,204","","16,659","","15,545","","15,808","","7,076","","8,732",""
"2015100000","2015年度","20215","長野県 塩尻市","","67,135","","33,347","","33,788","","8,692","","4,396","","4,296","","40,175","","20,855","","19,320","","18,203","","8,052","","10,151",""
"2015100000","2015年度","20217","長野県 佐久市","","99,368","","48,454","","50,914","","13,121","","6,732","","6,389","","56,755","","28,687","","28,068","","28,506","","12,432","","16,074",""
"2015100000","2015年度","20218","長野県 千曲市","","60,298","","29,105","","31,193","","7,428","","3,756","","3,672","","33,934","","17,106","","16,828","","18,912","","8,226","","10,686",""
"2015100000","2015年度","20219","長野県 東御市","","30,107","","14,774","","15,333","","4,018","","2,065","","1,953","","17,380","","8,801","","8,579","","8,705","","3,905","","4,800",""
"2015100000","2015年度","20220","長野県 安曇野市","","95,282","","45,866","","49,416","","12,355","","6,358","","5,997","","54,283","","26,908","","27,375","","28,423","","12,475","","15,948",""
"2015100000","2015年度","20303","長野県 小海町","","4,713","","2,276","","2,437","","443","","235","","208","","2,429","","1,259","","1,170","","1,841","","782","","1,059",""
"2015100000","2015年度","20304","長野県 川上村","","4,607","","2,731","","1,876","","505","","268","","237","","2,950","","1,938","","1,012","","1,151","","524","","627",""
"2015100000","2015年度","20305","長野県 南牧村","","3,408","","1,848","","1,560","","388","","187","","201","","2,059","","1,242","","817","","961","","419","","542",""
"2015100000","2015年度","20306","長野県 南相木村","","1,005","","477","","528","","112","","55","","57","","476","","255","","221","","417","","167","","250",""
"2015100000","2015年度","20307","長野県 北相木村","","774","","381","","393","","89","","52","","37","","381","","201","","180","","304","","128","","176",""
"2015100000","2015年度","20309","長野県 佐久穂町","","11,186","","5,392","","5,794","","1,202","","616","","586","","6,032","","3,060","","2,972","","3,951","","1,716","","2,235",""
"2015100000","2015年度","20321","長野県 軽井沢町","","18,994","","9,107","","9,887","","2,229","","1,117","","1,112","","10,772","","5,253","","5,519","","5,610","","2,492","","3,118",""
"2015100000","2015年度","20323","長野県 御代田町","","15,184","","7,561","","7,623","","2,062","","1,075","","987","","8,927","","4,574","","4,353","","3,874","","1,731","","2,143",""
"2015100000","2015年度","20324","長野県 立科町","","7,265","","3,583","","3,682","","787","","398","","389","","4,038","","2,079","","1,959","","2,440","","1,106","","1,334",""
"2015100000","2015年度","20349","長野県 青木村","","4,343","","2,084","","2,259","","502","","246","","256","","2,234","","1,122","","1,112","","1,598","","711","","887",""
"2015100000","2015年度","20350","長野県 長和町","","6,166","","3,029","","3,137","","624","","328","","296","","3,173","","1,629","","1,544","","2,344","","1,060","","1,284",""
"2015100000","2015年度","20361","長野県 下諏訪町","","20,236","","9,749","","10,487","","2,383","","1,205","","1,178","","10,558","","5,395","","5,163","","7,262","","3,127","","4,135",""
"2015100000","2015年度","20362","長野県 富士見町","","14,493","","7,039","","7,454","","1,803","","921","","882","","7,786","","3,949","","3,837","","4,871","","2,145","","2,726",""
"2015100000","2015年度","20363","長野県 原村","","7,566","","3,717","","3,849","","976","","483","","493","","4,141","","2,124","","2,017","","2,448","","1,110","","1,338",""
"2015100000","2015年度","20382","長野県 辰野町","","19,770","","9,657","","10,113","","2,375","","1,217","","1,158","","10,560","","5,403","","5,157","","6,812","","3,020","","3,792",""
"2015100000","2015年度","20383","長野県 箕輪町","","25,241","","12,681","","12,560","","3,591","","1,887","","1,704","","14,659","","7,629","","7,030","","6,891","","3,096","","3,795",""
"2015100000","2015年度","20384","長野県 飯島町","","9,530","","4,605","","4,925","","1,112","","564","","548","","5,212","","2,658","","2,554","","3,200","","1,379","","1,821",""
"2015100000","2015年度","20385","長野県 南箕輪村","","15,063","","7,498","","7,565","","2,406","","1,242","","1,164","","9,214","","4,740","","4,474","","3,377","","1,476","","1,901",""
"2015100000","2015年度","20386","長野県 中川村","","4,850","","2,300","","2,550","","649","","308","","341","","2,583","","1,282","","1,301","","1,618","","710","","908",""
"2015100000","2015年度","20388","長野県 宮田村","","8,821","","4,285","","4,536","","1,339","","696","","643","","4,983","","2,518","","2,465","","2,477","","1,056","","1,421",""
"2015100000","2015年度","20402","長野県 松川町","","13,167","","6,331","","6,836","","1,676","","835","","841","","7,258","","3,628","","3,630","","4,218","","1,859","","2,359",""
"2015100000","2015年度","20403","長野県 高森町","","13,080","","6,269","","6,811","","2,069","","1,042","","1,027","","7,035","","3,498","","3,537","","3,970","","1,727","","2,243",""
"2015100000","2015年度","20404","長野県 阿南町","","4,962","","2,371","","2,591","","482","","263","","219","","2,387","","1,250","","1,137","","2,093","","858","","1,235",""
"2015100000","2015年度","20407","長野県 阿智村","","6,538","","3,118","","3,420","","870","","461","","409","","3,444","","1,718","","1,726","","2,224","","939","","1,285",""
"2015100000","2015年度","20409","長野県 平谷村","","484","","229","","255","","67","","35","","32","","234","","123","","111","","183","","71","","112",""
"2015100000","2015年度","20410","長野県 根羽村","","970","","483","","487","","70","","38","","32","","422","","221","","201","","478","","224","","254",""
"2015100000","2015年度","20411","長野県 下條村","","3,851","","1,870","","1,981","","579","","298","","281","","2,041","","1,024","","1,017","","1,231","","548","","683",""
"2015100000","2015年度","20412","長野県 売木村","","575","","270","","305","","63","","37","","26","","253","","121","","132","","259","","112","","147",""
"2015100000","2015年度","20413","長野県 天龍村","","1,365","","634","","731","","79","","33","","46","","480","","267","","213","","806","","334","","472",""
"2015100000","2015年度","20414","長野県 泰阜村","","1,702","","786","","916","","177","","73","","104","","845","","434","","411","","680","","279","","401",""
"2015100000","2015年度","20415","長野県 喬木村","","6,310","","3,060","","3,250","","881","","453","","428","","3,343","","1,715","","1,628","","2,083","","890","","1,193",""
"2015100000","2015年度","20416","長野県 豊丘村","","6,592","","3,222","","3,370","","944","","512","","432","","3,554","","1,790","","1,764","","2,094","","920","","1,174",""
"2015100000","2015年度","20417","長野県 大鹿村","","1,023","","503","","520","","91","","43","","48","","412","","223","","189","","520","","237","","283",""
"2015100000","2015年度","20422","長野県 上松町","","4,670","","2,279","","2,391","","442","","240","","202","","2,387","","1,283","","1,104","","1,838","","753","","1,085",""
"2015100000","2015年度","20423","長野県 南木曽町","","4,313","","2,055","","2,258","","466","","237","","229","","2,089","","1,086","","1,003","","1,753","","729","","1,024",""
"2015100000","2015年度","20425","長野県 木祖村","","2,926","","1,355","","1,571","","316","","145","","171","","1,437","","726","","711","","1,162","","478","","684",""
"2015100000","2015年度","20429","長野県 王滝村","","839","","387","","452","","57","","26","","31","","455","","228","","227","","327","","133","","194",""
"2015100000","2015年度","20430","長野県 大桑村","","3,825","","1,858","","1,967","","386","","198","","188","","1,900","","996","","904","","1,539","","664","","875",""
"2015100000","2015年度","20432","長野県 木曽町","","11,826","","5,735","","6,091","","1,205","","612","","593","","5,993","","3,152","","2,841","","4,586","","1,942","","2,644",""
"2015100000","2015年度","20446","長野県 麻績村","","2,788","","1,299","","1,489","","248","","130","","118","","1,330","","678","","652","","1,210","","491","","719",""
"2015100000","2015年度","20448","長野県 生坂村","","1,843","","888","","955","","190","","93","","97","","914","","478","","436","","739","","317","","422",""
"2015100000","2015年度","20450","長野県 山形村","","8,395","","4,134","","4,261","","1,268","","658","","610","","4,868","","2,480","","2,388","","2,254","","995","","1,259",""
"2015100000","2015年度","20451","長野県 朝日村","","4,462","","2,172","","2,290","","508","","243","","265","","2,611","","1,341","","1,270","","1,343","","588","","755",""
"2015100000","2015年度","20452","長野県 筑北村","","4,730","","2,323","","2,407","","406","","216","","190","","2,343","","1,240","","1,103","","1,981","","867","","1,114",""
"2015100000","2015年度","20481","長野県 池田町","","9,926","","4,719","","5,207","","1,108","","577","","531","","5,198","","2,576","","2,622","","3,618","","1,565","","2,053",""
"2015100000","2015年度","20482","長野県 松川村","","9,948","","4,762","","5,186","","1,237","","606","","631","","5,511","","2,769","","2,742","","3,195","","1,383","","1,812",""
"2015100000","2015年度","20485","長野県 白馬村","","8,929","","4,427","","4,502","","1,064","","536","","528","","5,233","","2,692","","2,541","","2,625","","1,194","","1,431",""
"2015100000","2015年度","20486","長野県 小谷村","","2,904","","1,454","","1,450","","299","","141","","158","","1,509","","828","","681","","1,093","","482","","611",""
"2015100000","2015年度","20521","長野県 坂城町","","14,871","","7,287","","7,584","","1,796","","879","","917","","8,113","","4,176","","3,937","","4,925","","2,209","","2,716",""
"2015100000","2015年度","20541","長野県 小布施町","","10,702","","5,136","","5,566","","1,421","","743","","678","","5,765","","2,807","","2,958","","3,510","","1,584","","1,926",""
"2015100000","2015年度","20543","長野県 高山村","","7,033","","3,469","","3,564","","863","","469","","394","","3,898","","1,987","","1,911","","2,263","","1,006","","1,257",""
"2015100000","2015年度","20561","長野県 山ノ内町","","12,429","","5,992","","6,437","","1,214","","640","","574","","6,464","","3,316","","3,148","","4,726","","2,024","","2,702",""
"2015100000","2015年度","20562","長野県 木島平村","","4,658","","2,248","","2,410","","567","","280","","287","","2,426","","1,248","","1,178","","1,661","","718","","943",""
"2015100000","2015年度","20563","長野県 野沢温泉村","","3,479","","1,655","","1,824","","364","","182","","182","","1,869","","955","","914","","1,243","","515","","728",""
"2015100000","2015年度","20583","長野県 信濃町","","8,469","","4,113","","4,356","","824","","441","","383","","4,342","","2,209","","2,133","","3,295","","1,460","","1,835",""
"2015100000","2015年度","20588","長野県 小川村","","2,665","","1,292","","1,373","","260","","146","","114","","1,192","","641","","551","","1,213","","505","","708",""
"2015100000","2015年度","20590","長野県 飯綱町","","11,063","","5,360","","5,703","","1,162","","569","","593","","5,922","","3,019","","2,903","","3,975","","1,769","","2,206",""
"2015100000","2015年度","20602","長野県 栄村","","1,953","","937","","1,016","","154","","83","","71","","816","","434","","382","","983","","420","","563",""
"2015100000","2015年度","21201","岐阜県 岐阜市","","406,735","","193,760","","212,975","","50,957","","25,980","","24,977","","238,415","","116,502","","121,913","","110,490","","47,407","","63,083",""
"2015100000","2015年度","21202","岐阜県 大垣市","","159,879","","77,430","","82,449","","21,667","","10,986","","10,681","","95,945","","47,875","","48,070","","41,486","","18,160","","23,326",""
"2015100000","2015年度","21203","岐阜県 高山市","","89,182","","42,652","","46,530","","11,972","","6,108","","5,864","","49,548","","24,852","","24,696","","27,550","","11,606","","15,944",""
"2015100000","2015年度","21204","岐阜県 多治見市","","110,441","","53,378","","57,063","","13,655","","7,039","","6,616","","65,654","","32,452","","33,202","","30,728","","13,665","","17,063",""
"2015100000","2015年度","21205","岐阜県 関市","","89,153","","43,422","","45,731","","12,044","","6,148","","5,896","","52,612","","26,333","","26,279","","24,347","","10,831","","13,516",""
"2015100000","2015年度","21206","岐阜県 中津川市","","78,883","","38,354","","40,529","","10,320","","5,348","","4,972","","43,890","","22,337","","21,553","","24,383","","10,474","","13,909",""
"2015100000","2015年度","21207","岐阜県 美濃市","","20,760","","9,962","","10,798","","2,350","","1,166","","1,184","","11,789","","5,889","","5,900","","6,608","","2,896","","3,712",""
"2015100000","2015年度","21208","岐阜県 瑞浪市","","38,730","","18,622","","20,108","","4,673","","2,469","","2,204","","22,541","","11,354","","11,187","","11,404","","4,750","","6,654",""
"2015100000","2015年度","21209","岐阜県 羽島市","","67,337","","33,007","","34,330","","9,443","","4,884","","4,559","","40,602","","20,191","","20,411","","16,939","","7,722","","9,217",""
"2015100000","2015年度","21210","岐阜県 恵那市","","51,073","","24,673","","26,400","","6,364","","3,314","","3,050","","28,033","","14,256","","13,777","","16,620","","7,057","","9,563",""
"2015100000","2015年度","21211","岐阜県 美濃加茂市","","55,384","","27,362","","28,022","","8,511","","4,294","","4,217","","33,964","","17,227","","16,737","","12,349","","5,500","","6,849",""
"2015100000","2015年度","21212","岐阜県 土岐市","","57,827","","27,812","","30,015","","7,118","","3,647","","3,471","","33,018","","16,514","","16,504","","17,548","","7,587","","9,961",""
"2015100000","2015年度","21213","岐阜県 各務原市","","144,690","","71,167","","73,523","","20,266","","10,340","","9,926","","85,901","","43,196","","42,705","","38,131","","17,354","","20,777",""
"2015100000","2015年度","21214","岐阜県 可児市","","98,695","","48,636","","50,059","","13,756","","7,055","","6,701","","59,429","","29,637","","29,792","","25,000","","11,681","","13,319",""
"2015100000","2015年度","21215","岐阜県 山県市","","27,114","","13,019","","14,095","","3,055","","1,577","","1,478","","15,503","","7,619","","7,884","","8,544","","3,818","","4,726",""
"2015100000","2015年度","21216","岐阜県 瑞穂市","","54,354","","27,181","","27,173","","8,755","","4,551","","4,204","","34,554","","17,536","","17,018","","10,557","","4,793","","5,764",""
"2015100000","2015年度","21217","岐阜県 飛騨市","","24,696","","11,791","","12,905","","2,866","","1,443","","1,423","","12,589","","6,409","","6,180","","9,237","","3,935","","5,302",""
